2025-06-10 14:15:04 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:25:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:25:48.787758
2025-06-10 14:25:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 14:25:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | Testing ASCII characters: [+] [X] [!] [?]
2025-06-10 14:25:48 | INFO     | main       | info                 | Testing Unicode handling...
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:25:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:25:48.793072
2025-06-10 14:25:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 14:25:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:25:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:25:48.796878
2025-06-10 14:25:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 14:25:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 14:25:48 | INFO     | main       | info                 | ============================================================
2025-06-10 14:25:48 | INFO     | main       | info                 | Cline MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json
2025-06-10 14:25:48 | INFO     | main       | info                 | Roo MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json
2025-06-10 14:27:05 | INFO     | main       | info                 | ============================================================
2025-06-10 14:27:05 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:27:05 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:27:05.088574
2025-06-10 14:27:05 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 14:27:05 | INFO     | main       | info                 | Platform: win32
2025-06-10 14:27:05 | INFO     | main       | info                 | ============================================================
2025-06-10 14:27:05 | INFO     | main       | info                 | Application initialization started
2025-06-10 14:27:05 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 14:27:05 | INFO     | main       | info                 | Application started successfully
2025-06-10 14:27:05 | INFO     | main       | info                 | Ready for user commands
2025-06-10 14:27:10 | INFO     | main       | info                 | USER ACTION: Discover Servers button clicked
2025-06-10 14:27:10 | INFO     | main       | info                 | Starting MCP server discovery...
2025-06-10 14:27:10 | INFO     | main       | info                 | Status: Discovering available MCP servers...
2025-06-10 14:27:10 | INFO     | main       | info                 | Server discovery implementation coming soon...
2025-06-10 14:27:12 | INFO     | main       | info                 | Server discovery completed
2025-06-10 14:27:12 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:27:29 | INFO     | main       | info                 | USER ACTION: Install Server button clicked
2025-06-10 14:27:29 | INFO     | main       | info                 | Opening server installation dialog...
2025-06-10 14:27:29 | INFO     | main       | info                 | Server installer implementation coming soon...
2025-06-10 14:27:29 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:27:45 | INFO     | main       | info                 | USER ACTION: System Check button clicked
2025-06-10 14:27:45 | INFO     | main       | info                 | Starting system compatibility check...
2025-06-10 14:27:45 | INFO     | main       | info                 | Status: Checking system compatibility...
2025-06-10 14:27:45 | INFO     | main       | info                 | Running comprehensive system check...
2025-06-10 14:29:10 | INFO     | main       | info                 | [+] All system checks passed!
2025-06-10 14:29:10 | INFO     | main       | info                 | Status: System ready for MCP installation
2025-06-10 14:29:10 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:29:23 | INFO     | main       | info                 | USER ACTION: Install Server button clicked
2025-06-10 14:29:23 | INFO     | main       | info                 | Opening server installation dialog...
2025-06-10 14:29:23 | INFO     | main       | info                 | Server installer implementation coming soon...
2025-06-10 14:29:23 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:29:45 | INFO     | main       | info                 | USER ACTION: Application closing
2025-06-10 14:29:45 | INFO     | main       | info                 | ============================================================
2025-06-10 14:29:45 | INFO     | main       | info                 | MCP INSTALLER SESSION ENDED
2025-06-10 14:29:45 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:29:45.023590
2025-06-10 14:29:45 | INFO     | main       | info                 | ============================================================
2025-06-10 14:41:13 | INFO     | main       | info                 | ============================================================
2025-06-10 14:41:13 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:41:13 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:41:13.748548
2025-06-10 14:41:13 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 14:41:13 | INFO     | main       | info                 | Platform: linux
2025-06-10 14:41:13 | INFO     | main       | info                 | ============================================================
2025-06-10 14:41:13 | INFO     | main       | info                 | Cline MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json
2025-06-10 14:41:13 | INFO     | main       | info                 | Roo MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json
2025-06-10 14:42:21 | INFO     | main       | info                 | ============================================================
2025-06-10 14:42:21 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 14:42:21 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:42:21.226686
2025-06-10 14:42:21 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 14:42:21 | INFO     | main       | info                 | Platform: win32
2025-06-10 14:42:21 | INFO     | main       | info                 | ============================================================
2025-06-10 14:42:21 | INFO     | main       | info                 | Application initialization started
2025-06-10 14:42:21 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 14:42:21 | INFO     | main       | info                 | Application started successfully
2025-06-10 14:42:21 | INFO     | main       | info                 | Ready for user commands
2025-06-10 14:42:28 | INFO     | main       | info                 | USER ACTION: Discover Servers button clicked
2025-06-10 14:42:28 | INFO     | main       | info                 | Starting MCP server discovery...
2025-06-10 14:42:28 | INFO     | main       | info                 | Status: Discovering available MCP servers...
2025-06-10 14:42:28 | INFO     | main       | info                 | Opening server discovery dialog...
2025-06-10 14:42:28 | INFO     | main       | info                 | USER ACTION: Server discovery started
2025-06-10 14:42:29 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:44:42 | INFO     | main       | info                 | USER ACTION: Install Server button clicked
2025-06-10 14:44:42 | INFO     | main       | info                 | Opening server installation dialog...
2025-06-10 14:44:42 | INFO     | main       | info                 | Loading installed servers...
2025-06-10 14:44:42 | WARNING  | main       | warning              | No MCP servers found. Use 'Discover Servers' to find and install servers.
2025-06-10 14:44:42 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:44:55 | INFO     | main       | info                 | USER ACTION: Discover Servers button clicked
2025-06-10 14:44:55 | INFO     | main       | info                 | Starting MCP server discovery...
2025-06-10 14:44:55 | INFO     | main       | info                 | Status: Discovering available MCP servers...
2025-06-10 14:44:55 | INFO     | main       | info                 | Opening server discovery dialog...
2025-06-10 14:44:55 | INFO     | main       | info                 | USER ACTION: Server discovery started
2025-06-10 14:44:55 | INFO     | main       | info                 | Status: Ready
2025-06-10 14:47:40 | INFO     | main       | info                 | USER ACTION: Application closing
2025-06-10 14:47:40 | INFO     | main       | info                 | ============================================================
2025-06-10 14:47:40 | INFO     | main       | info                 | MCP INSTALLER SESSION ENDED
2025-06-10 14:47:40 | INFO     | main       | info                 | Timestamp: 2025-06-10T14:47:40.970679
2025-06-10 14:47:40 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 17:38:03 | INFO     | main       | info                 | Timestamp: 2025-06-10T17:38:03.957999
2025-06-10 17:38:03 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 17:38:03 | INFO     | main       | info                 | Platform: linux
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | Testing ASCII characters: [+] [X] [!] [?]
2025-06-10 17:38:03 | INFO     | main       | info                 | Testing Unicode handling...
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 17:38:03 | INFO     | main       | info                 | Timestamp: 2025-06-10T17:38:03.963290
2025-06-10 17:38:03 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 17:38:03 | INFO     | main       | info                 | Platform: linux
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 17:38:03 | INFO     | main       | info                 | Timestamp: 2025-06-10T17:38:03.967539
2025-06-10 17:38:03 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 17:38:03 | INFO     | main       | info                 | Platform: linux
2025-06-10 17:38:03 | INFO     | main       | info                 | ============================================================
2025-06-10 17:38:03 | INFO     | main       | info                 | Cline MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json
2025-06-10 17:38:03 | INFO     | main       | info                 | Roo MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json
2025-06-10 18:55:48 | INFO     | main       | info                 | ============================================================
2025-06-10 18:55:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 18:55:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T18:55:48.135480
2025-06-10 18:55:48 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 18:55:48 | INFO     | main       | info                 | Platform: win32
2025-06-10 18:55:48 | INFO     | main       | info                 | ============================================================
2025-06-10 18:55:48 | INFO     | main       | info                 | Application initialization started
2025-06-10 18:55:48 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 18:55:48 | INFO     | main       | info                 | Application started successfully
2025-06-10 18:55:48 | INFO     | main       | info                 | Ready for user commands
2025-06-10 18:56:02 | INFO     | main       | info                 | USER ACTION: System Check button clicked
2025-06-10 18:56:02 | INFO     | main       | info                 | Starting system compatibility check...
2025-06-10 18:56:02 | INFO     | main       | info                 | Status: Checking system compatibility...
2025-06-10 18:56:02 | INFO     | main       | info                 | Running comprehensive system check...
2025-06-10 18:56:26 | ERROR    | main       | error                | [X] Critical checks failed: node_js
2025-06-10 18:56:26 | INFO     | main       | info                 | Status: System not ready - please resolve critical issues
2025-06-10 18:56:26 | INFO     | main       | info                 | Status: Ready
2025-06-10 18:57:35 | INFO     | main       | info                 | USER ACTION: Application closing
2025-06-10 18:57:35 | INFO     | main       | info                 | ============================================================
2025-06-10 18:57:35 | INFO     | main       | info                 | MCP INSTALLER SESSION ENDED
2025-06-10 18:57:35 | INFO     | main       | info                 | Timestamp: 2025-06-10T18:57:35.451292
2025-06-10 18:57:35 | INFO     | main       | info                 | ============================================================
2025-06-10 18:58:04 | INFO     | main       | info                 | ============================================================
2025-06-10 18:58:04 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 18:58:04 | INFO     | main       | info                 | Timestamp: 2025-06-10T18:58:04.370102
2025-06-10 18:58:04 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 18:58:04 | INFO     | main       | info                 | Platform: win32
2025-06-10 18:58:04 | INFO     | main       | info                 | ============================================================
2025-06-10 18:58:04 | INFO     | main       | info                 | Application initialization started
2025-06-10 18:58:04 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 18:58:04 | INFO     | main       | info                 | Application started successfully
2025-06-10 18:58:04 | INFO     | main       | info                 | Ready for user commands
2025-06-10 18:58:06 | INFO     | main       | info                 | USER ACTION: System Check button clicked
2025-06-10 18:58:06 | INFO     | main       | info                 | Starting system compatibility check...
2025-06-10 18:58:06 | INFO     | main       | info                 | Status: Checking system compatibility...
2025-06-10 18:58:06 | INFO     | main       | info                 | Running comprehensive system check...
2025-06-10 18:58:25 | ERROR    | main       | error                | [X] Critical checks failed: internet, node_js
2025-06-10 18:58:25 | INFO     | main       | info                 | Status: System not ready - please resolve critical issues
2025-06-10 18:58:25 | INFO     | main       | info                 | Status: Ready
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:02:13 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:02:13.331333
2025-06-10 19:02:13 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:02:13 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:02:13 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:02:13.416789
2025-06-10 19:02:13 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:02:13 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:02:13 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:02:13.795882
2025-06-10 19:02:13 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:02:13 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:02:13 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:02:13 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:02:13.801912
2025-06-10 19:02:13 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:02:13 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:02:13 | INFO     | main       | info                 | ============================================================
2025-06-10 19:07:58 | INFO     | main       | info                 | ============================================================
2025-06-10 19:07:58 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:07:58 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:07:58.958735
2025-06-10 19:07:58 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:07:58 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:07:58 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:00 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:00 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:08:00 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:08:00.682092
2025-06-10 19:08:00 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:08:00 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:08:00 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:00 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:00 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:08:00 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:08:00.968904
2025-06-10 19:08:00 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:08:00 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:08:00 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:01 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:01 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:08:01 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:08:01.447219
2025-06-10 19:08:01 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:08:01 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:08:01 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:08:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:08:48.284593
2025-06-10 19:08:48 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 19:08:48 | INFO     | main       | info                 | Platform: win32
2025-06-10 19:08:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:08:48 | INFO     | main       | info                 | Application initialization started
2025-06-10 19:08:48 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 19:08:48 | INFO     | main       | info                 | Application started successfully
2025-06-10 19:08:48 | INFO     | main       | info                 | Ready for user commands
2025-06-10 19:08:50 | INFO     | main       | info                 | USER ACTION: System Check button clicked
2025-06-10 19:08:50 | INFO     | main       | info                 | Starting system compatibility check...
2025-06-10 19:08:50 | INFO     | main       | info                 | Status: Checking system compatibility...
2025-06-10 19:08:50 | INFO     | main       | info                 | Running comprehensive system check...
2025-06-10 19:08:52 | INFO     | main       | info                 | [+] All system checks passed!
2025-06-10 19:08:52 | INFO     | main       | info                 | Status: System ready for MCP installation
2025-06-10 19:08:52 | INFO     | main       | info                 | Status: Ready
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:13:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:13:48.172963
2025-06-10 19:13:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:13:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:13:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:13:48.178011
2025-06-10 19:13:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:13:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:13:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:13:48.260527
2025-06-10 19:13:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:13:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:13:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:13:48.346769
2025-06-10 19:13:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:13:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | Cline MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json
2025-06-10 19:13:48 | INFO     | main       | info                 | Roo MCP configuration not found at /home/jonsey/.config/Code/User/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:13:48 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:13:48 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:13:48.353897
2025-06-10 19:13:48 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:13:48 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:13:48 | INFO     | main       | info                 | ============================================================
2025-06-10 19:14:29 | INFO     | main       | info                 | USER ACTION: Application closing
2025-06-10 19:14:29 | INFO     | main       | info                 | ============================================================
2025-06-10 19:14:29 | INFO     | main       | info                 | MCP INSTALLER SESSION ENDED
2025-06-10 19:14:29 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:14:29.963526
2025-06-10 19:14:29 | INFO     | main       | info                 | ============================================================
2025-06-10 19:14:36 | INFO     | main       | info                 | ============================================================
2025-06-10 19:14:36 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:14:36 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:14:36.925242
2025-06-10 19:14:36 | INFO     | main       | info                 | Python Version: 3.11.9 (tags/v3.11.9:de54cf5, Apr  2 2024, 10:12:12) [MSC v.1938 64 bit (AMD64)]
2025-06-10 19:14:36 | INFO     | main       | info                 | Platform: win32
2025-06-10 19:14:36 | INFO     | main       | info                 | ============================================================
2025-06-10 19:14:36 | INFO     | main       | info                 | Application initialization started
2025-06-10 19:14:36 | INFO     | main       | info                 | USER ACTION: Application started
2025-06-10 19:14:37 | INFO     | main       | info                 | Application started successfully
2025-06-10 19:14:37 | INFO     | main       | info                 | Ready for user commands
2025-06-10 19:14:39 | INFO     | main       | info                 | USER ACTION: System Check button clicked
2025-06-10 19:14:39 | INFO     | main       | info                 | Starting system compatibility check...
2025-06-10 19:14:39 | INFO     | main       | info                 | Status: Checking system compatibility...
2025-06-10 19:14:39 | INFO     | main       | info                 | Running comprehensive system check...
2025-06-10 19:14:51 | INFO     | main       | info                 | [+] All system checks passed!
2025-06-10 19:14:51 | INFO     | main       | info                 | Status: System ready for MCP installation
2025-06-10 19:14:51 | INFO     | main       | info                 | Status: Ready
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:24 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:19:24 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:19:24.872938
2025-06-10 19:19:24 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:19:24 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:24 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:19:24 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:19:24.878241
2025-06-10 19:19:24 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:19:24 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:24 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:19:24 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:19:24.885146
2025-06-10 19:19:24 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
2025-06-10 19:19:24 | INFO     | main       | info                 | Platform: linux
2025-06-10 19:19:24 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:25 | INFO     | main       | info                 | ============================================================
2025-06-10 19:19:25 | INFO     | main       | info                 | MCP INSTALLER SESSION STARTED
2025-06-10 19:19:25 | INFO     | main       | info                 | Timestamp: 2025-06-10T19:19:25.696081
2025-06-10 19:19:25 | INFO     | main       | info                 | Python Version: 3.12.3 (main, Sep 11 2024, 14:17:37) [GCC 13.2.0]
